Name,Gene Product,Gene symbol,Chromosome,Region,Mid Log Control 1 TPM,Mid Log Control 2 TPM,Mid Log Control 3 TPM,Mid Log Control AVG TPM,Mid Log Exiguo 1 TPM,Mid Log Exiguo 2 TPM,Mid Log Exiguo 3 TPM,Mid Log Exiguo AVG TPM,Stationary Control 1 TPM,Stationary Control 2 TPM,Stationary Control 3 TPM,Stationary Control AVG TPM,Stationary Exiguo 1 TPM,Stationary Exiguo 2 TPM,Stationary Exiguo 3 TPM,Stationary Exiguo AVG TPM
MAE_RS16325,"product=""hypothetical protein""",,NC_010296,3415980..3416357,921.869565,978.4602501,977.321449,959.217088,976.700377,1047.63601,1040.982246,1021.772878,1065.776417,965.7173643,851.6584296,961.0507369,741.8824709,731.006113,755.6089632,742.8325157
MAE_RS16330,"product=""shikimate dehydrogenase""",,NC_010296,3416423..3417283,16.29230079,26.56861498,22.83690317,21.89927298,25.54525117,30.58487365,24.85602142,26.99538208,9.963459802,10.11312881,4.899363885,8.325317499,4.668483031,5.688116369,4.807692237,5.054763879
MAE_RS16335,"product=""AI-2E family transporter""",,NC_010296,3417313..3418356,26.78026762,32.45182568,29.89505204,29.70904845,40.28289607,41.59410112,35.65805508,39.17835076,9.839454519,9.195853421,7.549481086,8.861596342,6.160251171,6.073690137,3.738395171,5.32411216
MAE_RS16340,"product=""EamA family transporter""",,NC_010296,3418424..3419404,22.58312527,28.73385871,26.6184812,25.97848839,43.48581747,44.62082636,38.68131702,42.26265362,13.53477181,15.58998321,9.165903124,12.76355271,10.10695643,10.19484768,8.559750521,9.620518211
MAE_RS16345,"product=""methyltransferase domain-containing protein""",,NC_010296,complement(3419529..3420812),12.13049214,13.467447,10.37106852,11.98966922,15.15314548,16.80788542,17.64791186,16.53631425,7.830084904,8.346421188,9.855963329,8.677489807,8.869754169,8.391300643,7.921459265,8.394171359
MAE_RS16350,"product=""hypothetical protein""",,NC_010296,3420944..3421192,11.2672056,10.23194334,7.520586586,9.673245177,9.706721945,4.902657876,6.500263576,7.036547799,2.194392574,1.793307364,2.229101831,2.072267256,3.228565373,2.277410701,1.899907294,2.468627789
MAE_RS16355,"product=""MBL fold metallo-hydrolase""",,NC_010296,3421382..3422008,11.41778202,14.61096093,14.4354481,13.48806368,10.21527987,12.79449609,13.76770339,12.25915978,11.15465393,10.68262042,7.967172572,9.93481564,7.051866473,5.262116417,4.527051829,5.61367824
ubiE,"product=""bifunctional demethylmenaquinone",ubiE,NC_010296,3422135..3422833,77.64316924,72.35425626,77.54237619,75.84660056,63.10410758,72.78913927,66.63622608,67.50982431,50.02838349,44.71723512,32.07993244,42.27518368,41.4032332,49.33975185,38.23869208,42.99389237
MAE_RS16365,"product=""DUF445 family protein""",,NC_010296,3422956..3424107,18.47514137,17.31629418,16.7069744,17.49946998,23.18364592,21.87501013,16.39172369,20.48345991,14.6087114,18.79937186,17.44156084,16.94988136,14.30573954,17.00509789,15.3996392,15.57015888
MAE_RS16370,"product=""DUF2993 domain-containing protein""",,NC_010296,complement(3424510..3425214),21.54408749,26.06574828,27.00477297,24.87153625,27.7694858,30.24075611,27.03986711,28.35003634,13.40820552,13.4593441,8.345377833,11.73764248,7.792062386,8.774859026,7.04582641,7.870915941
MAE_RS16375,"product=""TPM domain-containing protein""",,NC_010296,complement(3425386..3426192),150.5683438,132.6640285,132.9118455,138.7147393,145.8570289,158.943231,147.3044034,150.7015544,81.58816851,73.31560495,42.23029275,65.7113554,55.45371082,57.17386074,57.30268718,56.64341958
MAE_RS16380,"product=""hypothetical protein""",,NC_010296,complement(3426439..3426804),62.90909539,58.50266174,59.69208752,60.36794822,57.12246738,58.13151482,50.11951861,55.12450027,46.57868041,45.14136815,33.66674618,41.79559824,29.28644,35.77673055,31.99085703,32.35134253
MAE_RS16385,"product=""YtxH domain-containing protein""",,NC_010296,complement(3426805..3427164),106.6855436,96.36894153,110.3924622,104.4823158,107.4210562,110.2076635,100.9105733,106.1797643,59.64907614,65.73965911,44.09534938,56.49469488,40.94000258,56.56432563,48.95031979,48.818216
MAE_RS16390,"product=""transposase""",,NC_010296,3427643..3428831,35.14952503,30.8194197,31.84916764,32.60603745,34.15068061,24.971128,23.89808145,27.67329669,68.97830363,79.80519418,69.08903336,72.62417706,68.96476311,70.49960854,66.04774439,68.50403868
MAE_RS34150,"product=""hypothetical protein""",,NC_010296,3429000..3429152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS16395,"product=""ISAs1 family transposase""",,NC_010296,complement(3429482..3430573),4.252420152,3.971247591,4.001337735,4.075001826,2.545347829,3.912698113,5.764122615,4.074056186,2.952181438,4.702505161,2.439764202,3.364816934,4.907892417,1.605108141,2.70762887,3.073543143
MAE_RS16400,"product=""amino acid ABC transporter permease""",,NC_010296,complement(3430691..3431686),14.95818675,14.15055994,13.68328948,14.26401206,13.83207877,15.75854317,13.36165291,14.31742495,10.20392547,11.09608931,8.247676774,9.849230519,7.129748532,8.643808797,6.412187116,7.395248148
MAE_RS16405,"product=""single-stranded DNA-binding protein""",,NC_010296,3431772..3432287,278.4160839,215.4644249,193.9563167,229.2789418,279.1698379,246.4674836,242.9242559,256.1871925,386.8242058,380.7650286,368.9552327,378.8481557,336.2619662,345.0806842,389.4174809,356.9200438
MAE_RS16410,"product=""hypothetical protein""",,NC_010296,complement(3432452..3432664),37.69780447,36.90183941,34.18983417,36.26315935,42.55235501,32.1360839,40.52746492,38.40530128,61.05356466,57.65104307,50.03234757,56.24565177,61.01685403,61.47550883,57.74647802,60.07961363
MAE_RS16415,"product=""hypothetical protein""",,NC_010296,complement(3432651..3432866),63.15139233,48.93735312,44.79275298,52.29383281,60.42434411,55.91121391,43.29496542,53.21017448,102.4507033,100.7801378,84.79874881,96.0098633,75.67697446,95.94455233,101.2954045,90.97231043
MAE_RS33845,"product=""hypothetical protein""",,NC_010296,complement(3432868..3433035),10.36527412,14.519874,7.431055793,10.77206797,8.632049158,8.564017808,14.9867188,10.72759526,13.66009377,13.95417292,13.21538943,13.60988537,12.76052028,15.95666329,13.37568662,14.03095673
MAE_RS35175,"product=""PEP-CTERM sorting domain-containing protein""",,NC_010296,3433474..3434142,14.31616336,14.34190245,11.50758416,13.38854999,16.07703027,14.59804856,11.29044286,13.98850723,11.35278346,12.34808725,8.130723898,10.61053154,12.4171879,10.09469488,9.546395168,10.68609265
MAE_RS16425,"product=""Na+",,NC_010296,complement(3434260..3435831),36.37077103,41.65565889,38.64905354,38.89182782,43.05042328,54.19321563,45.9897783,47.7444724,49.63514989,57.30797735,47.31311176,51.41874634,50.45762982,52.70008964,47.09703395,50.08491781
MAE_RS16430,"product=""RNA-guided endonuclease TnpB family protein""",,NC_010296,complement(3435929..3437116),102.9314763,92.2623105,109.7269198,101.6402356,99.99516878,86.20639414,90.22307479,92.14154591,123.0328311,151.851471,131.8468701,135.5770574,145.7148301,154.3965252,143.7548541,147.9554031
MAE_RS16435,"product=""DUF3038 domain-containing protein""",,NC_010296,3437289..3437828,68.61555535,57.82136492,87.46627893,71.3010664,79.44682281,81.46485896,81.9273961,80.94635929,35.31387205,38.8649557,9.867490771,28.01543951,33.24824452,32.74525517,41.61324725,35.86891565
MAE_RS16440,"product=""DUF4335 domain-containing protein""",,NC_010296,3438002..3439339,13.81003637,13.49111163,10.88555258,12.72890019,16.16735067,16.42280464,16.80125426,16.46380319,13.5580004,12.34808725,7.632924475,11.17967071,7.510395907,10.47998858,10.07675046,9.355711648
MAE_RS16450,"product=""RNA-guided endonuclease TnpB family protein""",,NC_010296,3439680..3440897,10.72269737,10.14722229,11.27470534,10.714875,12.50158844,12.81470585,11.95984456,12.42537962,7.132856847,6.690670762,7.929233655,7.250920421,5.060206319,5.883225987,4.855058663,5.266163656
MAE_RS16455,"product=""SUMF1",,NC_010296,complement(3441068..3443089),59.5191606,47.31765073,39.66904858,48.83528663,64.66779458,61.55989422,56.03342934,60.75370605,34.91363235,30.69641996,30.08559872,31.89855034,27.83080833,31.97160245,30.94185072,30.24808717
MAE_RS30055,"product=""helix-turn-helix domain-containing protein""",,NC_010296,3443212..3443373,26.27575662,15.05764711,21.83446023,21.05595466,22.37938671,6.997311969,9.991145866,13.12261485,15.51516824,24.11832357,17.81630278,19.14993153,33.90990112,16.54765082,24.09187999,24.84981064
MAE_RS16460,"product=""transposase""",,NC_010296,3443559..3444332,38.12206761,31.23586332,33.46855361,34.27549485,29.19729289,27.7701907,20.21464396,25.72737585,48.8516015,50.0475246,38.4373187,45.77881493,39.12237033,46.69012925,45.5351812,43.78256026
MAE_RS16465,"product=""hypothetical protein""",,NC_010296,3444793..3444990,14.6579634,5.20173264,11.03399194,10.29789599,7.324162922,9.908780935,9.991145866,9.074696575,11.03845961,15.2227341,15.13762789,13.7996072,11.50380238,13.53898703,12.54370611,12.52883184
MAE_RS16470,"product=""TIGR02450 family Trp-rich protein""",,NC_010296,complement(3445194..3445460),58.33540042,63.14060565,65.46008699,62.31203102,65.62943742,65.47959956,65.33535836,65.48146511,63.64478148,70.24123,56.12828318,63.33809822,43.65818457,59.2754873,52.71175376,51.88180854
lexA,"product=""transcriptional repressor LexA""",lexA,NC_010296,complement(3445591..3446205),380.363425,320.2210652,334.9412465,345.1752455,383.9647752,336.3120809,401.2054282,373.8274281,553.4225959,560.526647,536.815565,550.254936,361.2160937,383.0796687,436.9230705,393.739611
nifJ,"product=""pyruvate:ferredoxin (flavodoxin) oxidoreductase""",nifJ,NC_010296,3447679..3451233,139.2222023,104.6334932,62.18675383,102.0141498,98.61660886,95.25474169,81.24445702,91.70526919,71.74719295,101.2707908,95.14634297,89.38810892,152.4909095,167.4905845,166.874389,162.2852943
MAE_RS16485,"product=""dihydroorotate dehydrogenase-like protein""",,NC_010296,3451236..3452261,180.4729599,157.4977054,111.7410612,149.9039089,124.5000618,111.5037243,99.7361754,111.9133205,38.13109997,53.96701575,43.27846829,45.125528,111.5239624,117.3744301,124.1481088,117.6821671
MAE_RS16490,"product=""6-phosphofructokinase""",,NC_010296,3452591..3453799,141.0728954,128.0983558,84.75951976,117.9769236,98.75806779,80.09311068,64.26067019,81.03728289,22.05500665,27.5159208,24.05659971,24.54250906,63.83426524,72.23291211,61.92259882,65.99659206
MAE_RS16495,"product=""hypothetical protein""",,NC_010296,complement(3454619..3454765),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS33850,"product=""hypothetical protein""",,NC_010296,complement(3454905..3455045),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS16500,"product=""hypothetical protein""",,NC_010296,complement(3455033..3455260),4.243094669,4.041789489,6.388100594,4.890994917,5.830419168,3.2507755,5.521422716,4.867539128,2.39650768,5.875441231,2.92129661,3.73108184,1.762966618,3.617705037,4.14979751,3.176823055
MAE_RS16505,"product=""hypothetical protein""",,NC_010296,complement(3455347..3455544),1.95439512,4.927957238,9.983135561,5.621829306,7.324162922,5.284683166,4.541429939,5.716758676,2.483653413,5.638049666,3.363917308,3.828540129,3.383471287,2.603651352,0.597319339,2.194813993
MAE_RS16515,"product=""type II toxin-antitoxin system HicA family",,NC_010296,complement(3455750..3455965),2.687293291,4.517294134,7.706280082,4.970289169,1.678454003,1.211073225,2.497786467,1.795771232,1.770752897,2.067284878,0,1.279345925,0,2.148012366,1.642628181,1.263546849
MAE_RS16520,"product=""type II toxin-antitoxin system HicB family",,NC_010296,complement(3455968..3456216),11.2672056,14.36826086,21.72613903,15.78720183,14.07474682,12.60683454,16.61178469,14.43112202,5.705420692,2.241634205,1.337461098,3.094838665,2.690471144,7.453344112,6.649675528,5.597830261
MAE_RS16525,"product=""hypothetical protein""",,NC_010296,complement(3456774..3459662),1.105055185,1.275912777,1.72851142,1.369826461,1.589563916,1.358212963,1.36950286,1.439093246,2.061544093,1.970682781,1.460142715,1.830789863,1.344956188,0.963594332,1.596573185,1.301707902
MAE_RS16530,"product=""hypothetical protein""",,NC_010296,complement(3459728..3460123),0.24429939,0.410663103,0,0.218320831,0,0.330292698,0,0.110097566,0.413942236,0.281902483,0.280326442,0.325390387,0.676694257,0.781095406,0.597319339,0.685036334
MAE_RS16535,"product=""hypothetical protein""",,NC_010296,complement(3460150..3460464),0,0,0,0,0.383646629,0.138408369,0,0.174018333,0.173461508,0,0,0.057820503,0,0,0,0
MAE_RS16540,"product=""IS701-like element ISMae34 family transposase""",,NC_010296,3460561..3461829,52.52610148,38.61592338,52.71423503,47.95208663,49.71080792,51.50067418,55.97876053,52.39674754,42.75641644,44.42463248,39.53994529,42.2403314,31.14713284,37.69939433,40.44826273,36.43159663
MAE_RS33440,"product=""hypothetical protein""",,NC_010296,complement(3461796..3461939),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS16545,"product=""PstS family phosphate ABC transporter",,NC_010296,complement(3462293..3463324),10.49919239,9.559855029,8.971991781,9.677013067,11.35883988,9.547763335,8.190416088,9.699006435,6.935939086,5.841281689,6.023758901,6.266993225,8.179345124,6.144314441,6.532312069,6.951990545
queF,"product=""preQ(1) synthase""",queF,NC_010296,complement(3463743..3464138),31.02602254,41.61386112,53.06824693,41.90271019,35.70529425,49.32370955,50.86401532,45.29767304,22.49086147,19.73317383,17.94089231,20.05497587,19.62413347,14.97099528,11.94638677,15.5138385
MAE_RS16555,"product=""M20 family metallopeptidase""",,NC_010296,3464366..3465547,26.76380424,19.53672387,19.01143208,21.7706534,19.93696633,20.10258603,20.08372469,20.04109235,19.27668055,15.77222929,12.86655681,15.97182222,11.33548756,13.78217071,10.00585694,11.7078384
MAE_RS16560,"product=""hypothetical protein""",,NC_010296,3465668..3465877,35.47227144,34.33143542,26.75180086,32.18516924,20.71691798,22.62976827,30.82982153,24.72550259,19.25422741,12.75810096,4.757540193,12.25662286,12.76052028,16.69312467,8.447802074,12.63381568
MAE_RS16565,"product=""MEKHLA domain-containing protein""",,NC_010296,3465924..3466388,25.79801559,33.57369576,34.23079894,31.20083676,41.06256503,47.91161947,43.31645176,44.09687875,18.21345836,17.52524083,10.74283269,15.49384396,12.10191279,10.42132451,12.7171214,11.74678623
pyrF,"product=""orotidine-5'-phosphate decarboxylase""",pyrF,NC_010296,3466516..3467217,43.96136204,55.13415405,54.24035596,51.11195735,59.04715108,60.18102336,54.3108442,57.84633954,19.45882304,20.67284878,10.75303481,16.96156888,8.397949247,13.51228292,10.44543048,10.78522088
MAE_RS16575,"product=""hypothetical protein""",,NC_010296,3467181..3467717,23.41998622,30.18259098,36.61559335,30.07272352,37.1322785,45.46598925,38.51335557,40.37054111,13.93990947,15.17548787,9.302452892,12.80595008,9.980295194,10.17605858,7.928663399,9.361672391
prmC,"product=""peptide chain release factor N(5)-glutamine",prmC,NC_010296,complement(3467714..3468598),45.25584091,49.18491105,45.96338917,46.80138037,74.14783921,67.294618,66.04316759,69.16187494,32.3520413,29.26434457,26.4666172,29.36100102,37.84900084,43.04762409,33.00847409,37.96836634
MAE_RS16585,"product=""hypothetical protein""",,NC_010296,complement(3468604..3469404),146.3819986,140.6282728,122.607782,136.5393511,210.7685611,196.71095,214.4167259,207.2987457,87.11081023,98.11473397,83.43018882,89.55191101,128.6327354,130.3288402,117.9739251,125.6451669
MAE_RS16590,"product=""hypothetical protein""",,NC_010296,complement(3469792..3470226),104.9712358,63.67827042,48.07124368,72.24024998,73.89827831,59.13378232,60.77372865,64.60192976,133.0210511,180.1531842,156.6889483,156.6210612,286.759692,334.0825853,303.4217462,308.0880078
mtnA,"product=""S-methyl-5-thioribose-1-phosphate isomerase""",mtnA,NC_010296,3470447..3471508,16.30594912,23.27554944,20.86573293,20.14907716,20.25524153,24.46778449,22.0143892,22.24580507,10.49589126,6.832551714,7.630580787,8.319674587,4.289553429,4.563009319,5.4568665,4.769809749
MAE_RS30085,"product=""IS630-like element ISMae21 family transposase""",,NC_010296,complement(3471789..3472637),0,0.255394721,0.367614068,0.207669596,0.569369556,0.30811757,0,0.292495709,0,0,0.261505939,0.087168646,0,0,0,0
MAE_RS16605,"product=""IS5-like element ISMae4 family transposase""",,NC_010296,3473455..3474312,6.877967443,7.834188429,0.363757976,5.025304616,0,1.321170791,1.467231211,0.929467334,2.292603151,0,3.622680178,1.97176111,0,2.703791789,0,0.90126393
MAE_RS16610,"product=""response regulator transcription factor""",,NC_010296,3474743..3475456,29.40215012,26.72416026,26.51866969,27.54832669,25.72689161,32.79057086,32.24033624,30.25259957,28.00893177,31.58255384,21.14462308,26.91203623,23.45683876,19.13355553,27.66241071,23.41760166
MAE_RS16615,"product=""phosphoribulokinase""",,NC_010296,complement(3475508..3476509),669.6670514,674.618657,616.1101707,653.465293,880.6757698,915.7454049,845.1791476,880.5334408,760.7663402,760.8227297,750.8082143,757.4657614,692.9268155,685.8719245,675.6218233,684.8068544
MAE_RS16620,"product=""RNA-guided endonuclease TnpB family protein""",,NC_010296,complement(3476680..3477867),509.2827951,473.6314456,484.0945033,489.0029147,595.4951354,532.4685281,533.9207799,553.9614811,615.7160786,707.5752331,578.5003349,633.9305489,653.0099585,685.8451604,742.6670442,693.840721
MAE_RS16625,"product=""EAL domain-containing protein""",,NC_010296,complement(3478135..3479955),86.11734611,55.24940964,48.44672948,63.27116174,83.81762395,79.34425046,69.92156119,77.69447853,66.31259141,69.456685,57.66873725,64.47933789,70.78199637,76.3517542,78.32657343,75.15344133
MAE_RS33445,"product=""hypothetical protein""",,NC_010296,complement(3480603..3480845),0.796235049,0,0,0.265411683,0,1.076509534,0.740084879,0.605531471,0.899430043,1.378189918,0,0.759206654,1.102761012,0.424298739,0,0.509019917
MAE_RS16630,"product=""bifunctional aminoglycoside",,NC_010296,3480966..3482492,10.39016345,9.300833503,8.925053258,9.538683403,10.28836245,7.880303581,7.537524583,8.568730206,10.94954471,11.84322731,13.95794372,12.25023858,13.95133504,14.85462383,11.61780246,13.47458711
MAE_RS16635,"product=""Uma2 family endonuclease""",,NC_010296,3482539..3483102,6.346586282,7.881236575,7.009435606,7.079086155,9.856453294,6.648018982,8.290525293,8.26499919,10.36617045,8.906918888,10.43172229,9.901603877,12.11570676,10.05452597,10.69455794,10.95493022
MAE_RS16640,"product=""Uma2 family endonuclease""",,NC_010296,3483266..3483829,6.346586282,7.977349216,7.37835327,7.234096256,8.142287504,5.256573149,6.058460791,6.485773815,8.331688401,8.511055826,7.479348058,8.107364095,9.740077982,8.683454244,8.597585798,9.007039342
MAE_RS16650,"product=""FAD-dependent oxidoreductase""",,NC_010296,3484073..3486124,17.01952417,15.92940563,16.22374754,16.39089245,22.6149592,26.45238887,20.06993336,23.04576048,9.559402855,9.629195351,8.493399403,9.227332536,5.876555394,6.984180557,5.47542727,6.112054407
MAE_RS16655,"product=""non-ribosomal peptide synthetase""",,NC_010296,complement(3486436..3490311),1.023334597,1.636295399,1.55676401,1.405464669,2.057795001,3.093298486,3.804677838,2.985257108,3.200042607,3.888159638,3.895062146,3.661088131,2.834573778,2.22116449,2.563110227,2.539616165
MAE_RS16660,"product=""non-ribosomal peptide synthetase""",,NC_010296,complement(3490308..3496688),3.229300259,3.839806204,3.489021024,3.519375829,8.238392003,12.75641022,12.23175545,11.07551922,7.210029122,8.869789277,8.019945778,8.033254726,4.913430236,5.461424952,4.930201367,5.101685518
MAE_RS16665,"product=""non-ribosomal peptide synthetase""",,NC_010296,complement(3496704..3505067),13.71791898,19.29409561,16.29430455,16.43543971,29.61977652,33.23588043,30.46797782,31.10787826,11.74598212,10.74424601,9.768391151,10.75287309,6.423741111,5.836923129,5.203619833,5.821428024
MAE_RS16670,"product=""type I polyketide synthase""",,NC_010296,3505974..3517679,19.70222616,26.77035099,21.1073471,22.52664141,37.36130212,40.41421497,37.00974432,38.26175381,12.64486384,13.28423911,10.64004803,12.189717,7.119336919,6.764422335,5.314335765,6.399365006
MAE_RS16675,"product=""hybrid non-ribosomal peptide synthetase",,NC_010296,3517846..3528309,5.380750098,7.827558987,6.760670026,6.65632637,12.02250425,20.84518124,21.41450874,18.09406474,11.58705966,11.66048242,11.69076996,11.64610401,9.475271656,10.1390125,8.974175062,9.529486405
MAE_RS16680,"product=""aspartate",,NC_010296,3528341..3529096,0.89576443,2.437904771,4.816425051,2.716698084,3.836466293,4.036910751,3.330381955,3.734586333,5.782050274,5.906528222,7.635558335,6.441378944,4.607965658,6.341750794,2.815934025,4.588550159
MAE_RS16685,"product=""type I polyketide synthase""",,NC_010296,3529228..3537123,3.810402189,5.30679083,5.96856077,5.028584596,7.790271315,8.028421595,7.789449589,7.869380833,4.857844898,5.909669992,4.063029302,4.943514731,3.325880287,3.564786479,3.355155433,3.415274066
MAE_RS16690,"product=""ATP-binding cassette domain-containing protein""",,NC_010296,3537206..3538963,1.595867005,2.528451324,2.722184261,2.28216753,3.162138599,3.968021489,3.478146343,3.536102144,2.890531788,2.730509378,3.409841094,3.010294087,1.90536779,1.466220045,1.749146732,1.706911522
MAE_RS16695,"product=""hydroxyacid dehydrogenase""",,NC_010296,3539002..3540015,1.144882349,2.672955109,2.564960086,2.127599181,5.601467797,5.331588637,5.852801425,5.595285953,3.879789947,3.963315387,3.941157556,3.92808763,3.039117997,2.643707527,3.149180655,2.944002059
MAE_RS16700,"product=""methyltransferase domain-containing protein""",,NC_010296,3540092..3541027,3.41079533,5.5018326,6.113154873,5.008594268,8.263158168,10.62018059,7.877634241,8.920324334,5.25388222,4.532124539,5.218384542,5.001463767,5.010140175,5.452646774,5.433308599,5.298698516
dnaN,"product=""DNA polymerase III subunit beta""",dnaN,NC_010296,complement(3541588..3542736),27.0272944,30.52417029,23.9940966,27.18185376,43.12268248,38.77963978,34.74727492,38.88319906,27.05863658,27.30111465,25.79588808,26.71854644,26.0041412,20.05559326,23.67443227,23.24472225
hemL,"product=""glutamate-1-semialdehyde 2,1-aminomutase""",hemL,NC_010296,3543292..3544593,159.4543245,186.4372639,175.3888975,173.760162,251.907327,280.6787772,244.4837998,259.0233013,190.5278824,169.850793,157.4762856,172.6183203,124.723795,136.8788709,130.2596578,130.6207746
MAE_RS16720,"product=""DUF1830 domain-containing protein""",,NC_010296,3545119..3545499,260.2654132,378.5990454,349.7862325,329.5502304,327.9725554,342.0375941,358.2651833,342.7584443,304.7527482,307.3580556,348.1786852,320.0964963,304.1927178,316.8910211,335.2513579,318.7783656
MAE_RS16725,"product=""chloride channel protein""",,NC_010296,complement(3545508..3548135),26.4679983,32.8999276,30.64038074,30.00276888,30.67202247,35.55246469,29.22068003,31.81505573,40.31494951,43.41298243,30.83590866,38.18794687,30.53930454,29.46406003,30.06234589,30.02190348
MAE_RS35180,"product=""recombinase family protein""",,NC_010296,3548469..3548675,3.271487484,1.571232742,1.005166967,1.949295731,4.086670616,4.21242861,7.819157635,5.372752287,2.903594812,2.157166829,4.290213379,3.116991673,7.120000448,1.992359296,4.57079146,4.561050401
MAE_RS16735,"product=""Uma2 family endonuclease""",,NC_010296,complement(3548698..3549288),9.821579539,11.46521354,9.857779597,10.38152423,13.49579259,8.926285905,8.520368049,10.31414885,9.522772647,9.444448679,5.259322492,8.075514606,7.028002288,8.286748213,6.803982719,7.372911073
MAE_RS16740,"product=""hypothetical protein""",,NC_010296,3549464..3549748,4.75226603,5.325652032,9.125857992,6.401258685,4.664335335,5.813151482,5.048157911,5.175214909,2.875809215,2.741872575,2.726543503,2.781408431,5.641493178,3.075049281,2.074898755,3.597147071
MAE_RS16745,"product=""ATP-binding protein""",,NC_010296,3549819..3551375,4.784314067,5.674905155,3.942229984,4.800483069,5.743611386,4.508272585,4.042660177,4.764848049,3.228589922,3.799980295,4.491704614,3.84009161,2.75371536,3.344111737,4.55758108,3.551802726
MAE_RS16750,"product=""hypothetical protein""",,NC_010296,complement(3551519..3551803),2.715580588,2.282422299,3.650343197,2.882782028,2.968213395,2.75359807,1.262039478,2.327950314,1.917206144,1.566784328,1.168518644,1.550836372,2.820746589,3.979475541,1.659919004,2.820047045
MAE_RS16755,"product=""DUF4164 domain-containing protein""",,NC_010296,complement(3551887..3552090),5.690738733,3.188678213,6.119693006,4.999703317,8.885932957,7.052720548,5.289430165,7.07602789,2.678449759,4.377779741,2.72081547,3.25901499,5.911123367,2.021658697,3.478506736,3.803762933
MAE_RS33450,"product=""hypothetical protein""",,NC_010296,complement(3552107..3552298),4.534807428,4.799625018,0,3.111477482,0,9.76427788,0,3.254759293,7.968388034,3.488543231,2.890866437,4.782599234,0,4.564526277,6.159855679,3.574793985
MAE_RS35185,"product=""DUF4164 domain-containing protein""",,NC_010296,complement(3552298..3552402),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS30100,"product=""hypothetical protein""",,NC_010296,complement(3552384..3552566),5.286478605,6.516752194,4.547968573,5.45039979,2.641501382,2.858926958,5.896413954,3.798947431,5.075881839,1.830055465,0.606608039,2.504181781,1.464322,2.817065398,1.29255988,1.857982426
MAE_RS16760,"product=""hypothetical protein""",,NC_010296,complement(3552684..3552983),23.54068923,25.11615539,24.27478226,24.31054229,24.97539556,27.17648318,31.1723751,27.77475128,24.40603421,28.28045713,21.09176152,24.59275095,20.09781945,23.88589751,15.37499977,19.78623891
MAE_RS16765,"product=""undecaprenyl",,NC_010296,complement(3553051..3554115),100.0127295,109.3312428,92.99634893,100.7801071,123.6855119,126.2108875,105.5402732,118.4788909,119.0287983,119.5997093,110.2796328,116.3027135,110.333569,119.8046334,99.61267459,109.916959
MAE_RS16770,"product=""serine hydroxymethyltransferase""",,NC_010296,complement(3554194..3555477),215.1090377,240.9364264,205.3147471,220.4534037,315.6748444,311.7438304,264.4385523,297.2857424,278.9042199,302.1230586,273.5462103,284.8578296,259.1011718,293.615223,299.8180222,284.178139
ppc,"product=""phosphoenolpyruvate carboxylase""",ppc,NC_010296,complement(3555953..3559009),108.0086202,114.053919,85.45349537,102.5053449,184.4948734,218.7062757,167.1923644,190.1311712,72.3176178,64.30696374,54.79652934,63.80703696,41.9882478,51.14756824,43.79482083,45.64354562
MAE_RS16780,"product=""hypothetical protein""",,NC_010296,complement(3559317..3559505),69.10182747,69.12177056,84.21863232,74.14741012,79.28697005,95.96313558,92.29915705,89.18308756,45.67819717,39.57373909,22.31932436,35.85708687,34.73697188,40.64175778,40.04883946,38.47585637
minE,"product=""cell division topological specificity factor",minE,NC_010296,complement(3559502..3559789),128.3182546,116.6967651,109.4532593,118.156093,120.0094612,137.6081952,145.4960617,134.3712394,57.10678091,56.97953944,54.73373787,56.27335274,56.75773085,57.63833181,50.10015952,54.83207406
minD,"product=""septum site-determining protein MinD""",minD,NC_010296,complement(3559819..3560619),32.48907394,39.522094,40.78267324,37.59794706,66.98728785,54.70240861,56.80359335,59.49776327,18.07702796,19.23271774,17.46213254,18.25729275,15.55636462,17.24845885,15.79876093,16.2011948
MAE_RS16795,"product=""septum site-determining protein MinC""",,NC_010296,complement(3560778..3561605),30.26125923,35.48367277,37.94505301,34.56332834,37.07194059,36.01626462,36.92379994,36.67066838,24.41659273,20.35826195,23.99838109,22.92441192,22.81636507,24.53092383,25.99637643,24.44788844
MAE_RS16800,"product=""hypothetical protein""",,NC_010296,complement(3561618..3561968),25.6326437,22.23898651,23.71163102,23.86108707,18.59210588,22.48248757,22.54412401,21.20623915,19.14748187,17.17436668,14.8644893,17.06211262,18.32279836,21.29653286,22.23865845,20.61932989
MAE_RS16805,"product=""hypothetical protein""",,NC_010296,3562146..3562655,12.7093165,10.62892738,12.44337578,11.92720655,9.004412063,9.318139876,8.110459586,8.811003841,4.821209567,6.566669611,5.223965702,5.537281627,3.152599129,4.346566199,5.333710329,4.277625219
MAE_RS16810,"product=""hypothetical protein""",,NC_010296,3562751..3562996,3.932624328,1.762846491,3.383244914,3.026238578,1.965019321,3.72183479,2.193178361,2.626677491,0.666346038,1.361382724,0.4512572,0.826328654,0.544656354,2.514746184,1.923076895,1.660826478
